DealerPosition, SmallBlind, BigBlind, Money1, Money2, Cards
0, 5, 10, 500, 500, 7d,9c,8c,Ks,Qh,5s,Th,7s,Ad,Kh,5c,6c,As,2d,9s,2h,8d,4d,3c,Js,Jd,Qd,Jh,7c,Ts,Qc,9d,9h,4c,3d,8s,6s,Jc,3h,Tc,Ac,Qs,4h,Ah,2c,Kc,6d,5d,Td,7h,6h,8h,4s,5h,2s,Kd,3s
0, 5, 10, 500, 500, 8c,6d,6s,Ks,Qs,8s,3d,2d,Qc,6c,4d,Qd,Kh,2h,2s,Ah,9c,8h,Td,7s,9s,Ad,8d,Jc,3h,5s,4c,7h,Jh,5c,6h,3c,Th,As,Qh,3s,9h,Ac,Js,4h,Kc,7c,5h,2c,Ts,4s,5d,7d,Tc,Kd,9d,Jd
0, 5, 10, 500, 500, Jc,5c,Ah,6c,7s,2c,3h,Td,Js,3c,Th,9h,Qc,8s,7h,Ac,8d,5d,Tc,Qs,Kh,9s,6h,7d,5s,4c,7c,4h,Jh,6s,Kd,9d,2d,2s,Jd,2h,As,4s,Qd,Qh,9c,Ts,Ad,Ks,6d,3s,8h,3d,8c,Kc,4d,5h
0, 5, 10, 500, 500, Ts,Ah,Ad,Ac,Kh,8h,3s,Jd,7h,5s,7c,6d,6h,Qs,3c,9s,Tc,7d,5d,Kc,5h,Qh,4c,9c,3h,Ks,Jh,2s,5c,8d,2c,6c,4h,Kd,4s,Th,4d,6s,Td,Js,8c,8s,9h,As,7s,9d,Qc,Qd,3d,2d,Jc,2h
0, 5, 10, 500, 500, 6s,6h,Kc,9d,3c,Kh,2c,8c,As,Qc,3d,4s,3s,Ts,Qd,Ah,5h,9s,4c,Jh,2s,Ad,Td,6d,6c,9h,3h,8s,4h,7d,5d,7c,Ks,Jc,8h,Jd,5s,Kd,Qs,Tc,Qh,Th,Ac,4d,5c,2h,2d,8d,9c,7s,Js,7h
0, 5, 10, 500, 500, Qs,Js,6c,6d,Qc,6s,As,Ks,Ah,7c,9d,5h,Kd,3d,5s,9s,Jc,Kc,Th,9h,5d,7s,Jd,2c,Qh,9c,4h,8c,7d,3c,5c,Tc,3h,Ad,Td,4d,2h,2d,4s,2s,3s,Ac,Jh,8d,Qd,7h,4c,8s,Kh,6h,Ts,8h
0, 5, 10, 500, 500, Kc,4s,Jh,Qh,Ks,Td,Th,Jd,5h,9d,3c,7c,2h,Qd,Kd,Qc,5s,Js,2c,7h,7d,8d,6c,5d,2d,5c,3h,8h,8s,6d,4h,4c,Kh,As,Ac,2s,Ts,8c,9s,Tc,9c,6h,6s,4d,Jc,3d,9h,7s,3s,Ad,Qs,Ah
0, 5, 10, 500, 500, Tc,8d,Ts,Qs,4s,As,6s,2c,Qh,8c,7c,Qd,3h,Kh,Kc,Jh,3c,2h,Js,Qc,4c,9d,Kd,5c,6d,Ks,3s,8s,8h,5d,Td,2s,3d,4d,5h,7d,4h,Ad,Ah,5s,9h,9s,Jc,7s,6c,2d,Ac,6h,Jd,9c,Th,7h
0, 5, 10, 500, 500, 8h,Kd,As,Ts,5c,4s,Js,Ah,8d,Jc,2s,Ks,Tc,9h,7d,Qc,Jd,4h,Ad,Qh,2c,9s,6d,9d,2d,6h,3d,9c,5d,7h,6c,Kh,Th,Kc,8c,4c,4d,3c,Qd,Jh,Qs,Ac,Td,5s,3s,7c,2h,6s,3h,5h,7s,8s
0, 5, 10, 500, 500, 6d,4d,9d,2d,Js,Ad,8d,2h,2c,6c,3c,Tc,4h,Kd,Td,7h,Qd,8h,Jh,2s,Ah,4s,5d,5s,Jc,Qc,As,6s,Ks,4c,3d,5c,Qs,5h,7s,3h,8c,Kh,6h,7c,Kc,Th,3s,Ts,Qh,7d,9h,8s,9s,9c,Jd,Ac
