DealerPosition, SmallBlind, BigBlind, Money1, Money2, Cards
0, 5, 10, 500, 500, 3s,3d,6h,Ac,Tc,Jh,7h,Kd,4h,Ad,Qs,6c,7s,5s,9h,Qd,4c,Js,8s,Qc,4d,8h,5h,5d,3c,5c,As,7d,8d,7c,2d,Ah,2s,9d,2h,2c,Ks,6d,Qh,4s,9c,Kh,9s,8c,6s,Jc,Ts,Td,Kc,3h,Th,Jd
0, 5, 10, 500, 500, Kh,Tc,Jh,2d,5s,6d,2h,8s,3d,7d,7s,5h,3c,5c,4d,4c,Kc,Td,Ac,3s,Jd,7c,Ad,Js,Kd,Jc,9s,Qd,4h,6c,Ah,2c,Th,9c,Ts,8c,5d,8h,Qs,6s,Ks,7h,8d,2s,3h,9d,9h,Qh,As,6h,Qc,4s
0, 5, 10, 500, 500, Ts,3d,Ah,Qd,8c,7d,Js,6h,6d,Jc,8d,5h,5d,4s,3s,4d,Kc,5c,9d,3c,Th,9s,5s,Qc,Jd,4c,9c,Qh,8h,7h,6s,Ks,7s,Qs,6c,9h,4h,Ad,7c,Kh,2h,Tc,2d,Td,8s,Jh,2c,3h,Ac,Kd,2s,As
0, 5, 10, 500, 500, Jd,Td,2c,Qc,2d,4s,9s,9c,Ah,6c,4h,Ks,Ts,3c,3d,9h,Jc,9d,6s,6h,Ac,8c,Qd,As,Kd,5s,8d,3h,Th,8s,Jh,5d,Qs,7s,Ad,7h,Kc,3s,4c,8h,7d,Tc,6d,5h,4d,Qh,2h,Kh,2s,5c,Js,7c
0, 5, 10, 500, 500, Kh,6d,Qc,Ks,4h,6s,7c,Th,3c,Kc,2c,2h,4d,Qs,3s,5s,5c,2d,6h,Js,7d,As,8h,Jh,9c,8d,Ah,8s,7s,Ad,5d,2s,Qd,6c,Ts,Td,Ac,5h,7h,3d,9s,9h,Jc,9d,Kd,Jd,4s,Tc,4c,8c,3h,Qh
0, 5, 10, 500, 500, 2h,9d,Jh,5h,6h,3d,As,6c,5s,7s,5c,Js,4c,8h,8c,5d,7c,3s,9h,Ac,Qc,9s,Td,2c,9c,7d,Qd,4h,Tc,Kd,Ad,Kc,3h,Th,Ks,Qs,8d,Jc,6s,6d,7h,Ts,Ah,2s,Kh,Jd,Qh,4s,3c,8s,4d,2d
0, 5, 10, 500, 500, As,4c,Qc,Jh,5h,6d,Qd,8d,4h,7h,2c,8h,8c,3s,3c,3d,Jd,Qs,9s,Kh,5d,Ad,Ks,4s,7d,Kd,4d,5c,6c,Th,9h,Td,Ah,Kc,8s,7s,9c,Ac,6h,Js,9d,2d,Qh,2s,3h,Ts,6s,5s,Jc,7c,Tc,2h
0, 5, 10, 500, 500, Jc,Jh,5c,8d,7c,Th,Ts,8h,3c,Js,7s,4h,5s,2d,3d,2s,5d,Qd,Kh,Qc,Kd,2c,6h,6d,3s,4s,6c,7d,Ac,4c,3h,Ad,8c,7h,Td,5h,Jd,9h,Ks,Kc,2h,9s,Qh,6s,As,Tc,Ah,4d,9c,9d,Qs,8s
0, 5, 10, 500, 500, 8h,6d,7d,9d,9c,2h,Qd,5s,Kd,Tc,4c,4s,As,3c,6c,4d,3d,Jh,Qs,Jc,5h,4h,8c,Ac,8s,5d,3s,Js,Ts,9s,9h,2s,Kh,3h,6s,Td,Ah,Jd,Qh,2d,5c,7h,Qc,Th,2c,8d,6h,Ks,Kc,Ad,7c,7s
0, 5, 10, 500, 500, 3h,2d,Jd,Kd,Jh,As,6c,Js,2s,3d,8s,Ts,Jc,3c,Ah,4c,Qd,4d,4s,5h,8c,9h,5s,4h,Qs,7d,2h,9s,Td,7c,6d,Kh,Ks,Ac,Qh,6h,3s,5d,Qc,Kc,5c,6s,9c,9d,7s,Tc,7h,8d,8h,2c,Ad,Th
