DealerPosition, SmallBlind, BigBlind, Money1, Money2, Cards
0, 5, 10, 500, 500, Ah,5c,Th,7d,Qh,5s,8c,9s,8s,2h,7c,4c,Td,9h,4d,8h,Ks,Qd,Jc,7s,5d,Js,2s,2c,5h,3h,9d,Kd,6s,Ac,8d,2d,Jd,Kc,4h,6c,3d,Ad,Qc,Jh,Tc,9c,As,Kh,6h,6d,4s,Ts,Qs,7h,3s,3c
0, 5, 10, 500, 500, 9d,Th,Kc,8d,As,Td,5d,Kd,3c,Jc,4s,3h,2c,4c,5h,Js,4d,7h,9s,5s,2h,6c,4h,3s,8c,Kh,6s,7s,Qc,Ac,Ad,Qs,Qh,Qd,7c,2s,Ah,Tc,Ks,7d,8s,9h,8h,Ts,2d,Jh,9c,6d,6h,3d,5c,Jd
0, 5, 10, 500, 500, 7s,Qc,4d,Qs,5d,3s,Ad,8d,6s,3h,7c,Js,Td,5h,Jc,Th,Kc,As,3c,Tc,Ks,Kd,6h,9d,Jh,9s,2d,2c,Ts,8c,9h,4s,5c,Ah,4h,Qh,Qd,8h,8s,5s,9c,6c,7d,4c,6d,Kh,3d,Ac,7h,2h,2s,Jd
0, 5, 10, 500, 500, Td,4h,Jh,Jc,4d,3c,Qc,9s,2s,Ks,5s,8s,5d,Qs,7c,3s,Kh,5h,7d,Ts,2c,6s,8c,Ah,Kd,9h,Th,4c,6c,8h,7s,5c,Kc,4s,Qd,As,9c,3h,Ad,6h,9d,Ac,6d,Jd,3d,2d,7h,Qh,8d,Js,2h,Tc
0, 5, 10, 500, 500, Jh,7d,8s,7s,2h,3s,Jd,4c,5h,2d,Ts,4s,9c,Qd,Td,6d,3h,Qc,Kd,8c,3c,8d,Kc,6s,Qs,Ah,6h,As,5c,5s,2s,7h,Ad,6c,Kh,8h,Ac,Th,3d,9h,2c,Tc,Js,4d,Qh,7c,4h,Ks,9d,Jc,9s,5d
0, 5, 10, 500, 500, 3c,2c,As,2h,Js,Qh,Ts,Kd,Ac,Ah,9h,8c,Kc,4h,6c,9s,7d,Th,Ad,6s,5h,Ks,7h,2s,5c,4d,2d,7c,4c,9c,Qc,4s,9d,8d,Td,Qd,Jd,5d,3s,Qs,Kh,3h,5s,8s,Jc,8h,6d,7s,6h,Tc,Jh,3d
0, 5, 10, 500, 500, Js,7h,Th,8d,5h,5d,Kd,Ad,4h,9s,Qs,4d,9c,6s,Kc,Qd,2s,2c,3c,3h,As,Qc,4c,Td,7d,9d,2h,4s,3s,5s,6d,Tc,8h,8c,6c,Qh,Ah,8s,9h,Ac,6h,2d,Ts,Jc,7c,3d,Kh,7s,Jd,Ks,5c,Jh
0, 5, 10, 500, 500, 9h,Th,Qd,2h,Ts,4c,6d,3s,8h,Ac,3d,Tc,Ks,9s,7c,4d,Qh,Kh,3c,2c,9d,As,5d,Td,6h,Kc,4s,Js,Qs,4h,7h,Ah,Ad,2s,2d,9c,6c,8s,7s,5s,Jd,Jc,3h,Kd,Jh,8d,Qc,5h,7d,6s,5c,8c
0, 5, 10, 500, 500, 9h,Ks,Jh,2c,5h,Qd,6s,3h,Kc,Qh,9s,As,3d,Jc,4h,Ac,7d,6c,Kh,4c,2d,5c,9d,2h,7h,Ts,Js,8c,5s,8s,Jd,3c,7c,Ad,6h,5d,Tc,Qc,4d,Td,4s,2s,9c,Qs,Th,6d,3s,Ah,Kd,7s,8d,8h
0, 5, 10, 500, 500, Jh,7s,7h,3d,7d,3s,Js,2s,8c,3c,Ac,6c,8d,7c,As,Qh,Th,8h,Kc,Jd,8s,6s,6h,Qs,Tc,4d,5s,Ad,6d,5c,9h,4s,Jc,2d,Ks,Td,Kh,5h,5d,9s,9c,3h,Ts,4c,2h,Qc,2c,Qd,4h,Kd,9d,Ah
0, 5, 10, 500, 500, 6s,5h,8c,2s,As,Qc,3d,Kd,7s,Ac,Jc,2d,Th,6h,8s,Tc,Ad,9c,Jd,7d,6d,3c,Kc,Jh,Qs,7h,8h,7c,Td,2h,9h,3h,4d,5c,2c,Ks,9s,Js,3s,5s,4s,9d,6c,Ah,Ts,Qd,Kh,8d,4c,Qh,4h,5d
0, 5, 10, 500, 500, Ac,Kc,6h,7c,3d,Ad,3h,2s,Qh,8d,5c,Th,2c,6s,4s,2h,3s,Kd,5h,6d,4d,Jd,Ts,Ks,7d,Td,Jc,Jh,3c,Qc,5s,Js,9d,4c,Tc,9h,7h,Kh,As,8h,6c,5d,9s,7s,4h,8s,Qd,Qs,2d,9c,Ah,8c
0, 5, 10, 500, 500, Qs,Qd,Td,2c,9h,Ks,4s,4h,5d,6s,4c,3d,6d,7d,Tc,5s,3s,9s,8c,Jh,9d,7s,8h,Qc,Qh,7h,2h,4d,8d,6c,Js,Ah,Ts,3c,Ad,9c,5h,As,2d,Jc,3h,Jd,6h,Kc,8s,5c,7c,Th,Kh,Kd,Ac,2s
0, 5, 10, 500, 500, Js,Qs,5c,Jc,5h,6h,7h,6d,Ah,Jh,7s,3s,3d,2c,8d,8h,8s,8c,5d,4c,5s,2s,7c,6s,4s,Jd,9h,7d,Kh,2h,9c,3c,Tc,Td,As,Kd,Kc,Qd,Ts,3h,Th,6c,9s,Qc,Qh,4h,9d,Ac,Ks,2d,Ad,4d
0, 5, 10, 500, 500, 7s,Ad,9h,4d,7h,8h,Jh,5d,Tc,6s,6c,Th,3s,5s,9c,8c,2s,Kd,5h,Td,3h,4c,Jd,Qd,Qh,Ah,Qs,Kh,9s,Ts,3c,8d,As,6d,Kc,3d,7d,2c,Qc,8s,2d,Js,Ac,9d,4h,5c,7c,6h,Ks,2h,4s,Jc
