DealerPosition, SmallBlind, BigBlind, Money1, Money2, Cards
0, 5, 10, 500, 500, 9s,5d,3d,7s,2h,4c,6s,Ac,8s,Ad,Qh,Jh,Qc,2d,Kd,Jc,Ks,Qd,6h,3c,2s,Kc,7c,9h,Qs,5h,Js,6c,4d,Kh,6d,7h,Td,4s,As,7d,Ah,5c,9d,Ts,5s,Th,8c,2c,3h,Jd,9c,4h,Tc,8d,3s,8h
0, 5, 10, 500, 500, 7s,4d,3h,9d,2h,Ks,6h,Th,2c,8c,Qc,2d,As,7c,5d,6d,Ad,4s,4c,8d,5s,Qh,7d,9s,8s,9c,2s,Tc,Qs,Jh,5c,Kh,Jd,3s,7h,Js,Kd,8h,Ac,4h,Ts,3d,5h,6s,Kc,9h,Jc,Qd,Ah,Td,6c,3c
0, 5, 10, 500, 500, 4d,Qc,2h,Ah,7c,3h,4c,6h,Kh,Qh,Tc,8s,Ks,4s,Td,Ts,2s,7d,Ac,Jc,Ad,5s,5d,Js,8c,4h,8d,9s,8h,Kd,9h,Jd,6c,As,6d,2c,Qs,6s,Th,7s,9d,3s,Qd,2d,9c,7h,Jh,3d,3c,5c,Kc,5h
0, 5, 10, 500, 500, 6c,Ah,3s,7d,Jd,2s,5s,3d,Ts,As,Ks,9h,Qc,6s,Qs,3h,2h,9c,5d,Kd,Td,8d,6h,4h,Qh,Th,Js,8c,Kh,9d,Ad,9s,7c,Qd,2c,7h,Tc,4d,5c,Jh,Ac,5h,Kc,8s,8h,4c,Jc,2d,7s,3c,4s,6d
0, 5, 10, 500, 500, Js,4s,2s,Qs,4d,4c,7c,As,Qd,Td,7s,2d,3h,Qh,2c,9s,5c,Ad,Jh,5s,9h,4h,Ac,Th,2h,Kc,7d,5d,6d,Ts,9d,6h,Ah,3c,3s,5h,Jd,Kd,Jc,8s,8d,Ks,6c,7h,9c,8h,3d,6s,8c,Tc,Qc,Kh
0, 5, 10, 500, 500, 9c,8s,9d,As,Qd,5d,8d,Ah,3s,7h,3h,Ks,5s,Th,Tc,2h,7d,9s,3c,9h,2s,6c,Td,2d,Qs,5c,Ts,Ac,Js,4s,2c,Jh,6d,Qh,7s,Kd,Qc,6h,Jc,4h,5h,6s,8h,Jd,Ad,8c,7c,4c,Kh,4d,3d,Kc
0, 5, 10, 500, 500, Qs,Jd,Js,4h,Ks,2s,9s,3h,2d,8s,Ah,5d,7s,Kd,Td,Qd,6h,Jc,6d,3c,9h,Ts,8h,3s,Ac,Qh,5s,9d,6c,2h,Kh,As,4s,6s,7c,8c,4d,2c,Qc,Ad,Jh,3d,9c,Th,8d,Tc,5c,7h,Kc,4c,7d,5h
0, 5, 10, 500, 500, 3s,2s,Jd,5h,Ac,6d,5s,8c,Qh,Th,4h,Ah,9h,2h,7c,7h,Kd,8d,Ts,Kh,As,7d,Ks,5d,6s,8h,4c,2c,9d,Js,4s,2d,Qc,Jh,6c,9c,Jc,6h,Qd,3c,3h,7s,4d,3d,5c,Kc,Td,Ad,9s,8s,Tc,Qs
0, 5, 10, 500, 500, Tc,Ts,6c,7c,Jd,9c,5c,Ks,8c,4c,9h,9s,Td,Kd,6s,9d,8h,Qc,3h,2c,Jc,Js,7d,8d,4s,Jh,6d,Qh,3c,5d,7s,8s,Ah,Kh,2h,6h,5h,As,4d,Th,7h,3s,Ad,4h,5s,2d,Qs,2s,Kc,3d,Qd,Ac
0, 5, 10, 500, 500, 5h,Ad,Kd,Ts,2h,8h,2s,6s,9d,Ah,8d,9h,Jc,Jd,2c,9s,Ks,6c,Th,4c,9c,Kh,2d,Ac,7c,3s,3c,Td,8s,4h,7h,As,Tc,5c,7d,3d,Qc,Qd,5d,6h,Qh,Kc,7s,Qs,6d,4d,Js,Jh,4s,8c,3h,5s
0, 5, 10, 500, 500, 6s,9d,Kh,4s,6d,5c,Tc,4h,4c,6h,Ks,7h,Ts,2d,6c,Jc,9h,8s,Js,Qs,3d,2c,8h,Td,Qc,3c,Jh,2h,7d,7c,Jd,Ad,2s,As,Qd,Th,5h,3h,Kd,Ah,Kc,4d,5d,Qh,8d,Ac,9s,3s,5s,9c,7s,8c
0, 5, 10, 500, 500, 4h,9c,Tc,Qh,9d,Ad,Jc,7h,Qs,Ah,4c,3d,Js,Ks,6c,2s,3h,8d,9s,Ts,7c,2h,8c,4s,As,5d,Qd,Th,3c,5s,Jh,Ac,7d,Kd,5h,Kh,8h,Kc,9h,4d,Jd,6h,5c,8s,2d,Qc,3s,2c,7s,6s,Td,6d
0, 5, 10, 500, 500, 9d,4h,8d,6s,Qd,Qc,3s,Ks,3d,8s,9s,3c,4c,2c,Kd,Kh,Ts,5h,Qh,Ah,2d,9c,7d,Jd,Qs,7c,7h,Tc,Td,4s,Ac,8c,6h,8h,Th,5c,6c,4d,As,Js,2h,Jc,2s,7s,5s,6d,Ad,Kc,Jh,3h,5d,9h
0, 5, 10, 500, 500, Kd,2s,7d,Jh,8s,3c,6h,Th,As,Kc,3d,Qs,Jd,7c,4s,Qd,2h,2d,5s,6c,8h,9s,Ac,Qh,Ts,Kh,8c,3s,Qc,2c,4h,6d,Ad,Jc,9d,9c,7s,3h,Ks,4d,8d,Js,5c,5h,6s,4c,7h,Tc,Td,5d,9h,Ah
0, 5, 10, 500, 500, 7d,Qh,As,Th,Qd,8c,9h,2c,3c,3s,2s,9c,5h,Jh,Qc,5c,5s,Jd,8h,6h,Ts,Kc,2h,Tc,Ac,9d,4s,Kh,2d,9s,4c,3d,8s,Ks,Js,Qs,6s,8d,Kd,3h,7h,Jc,7s,Ah,Ad,6c,5d,4d,Td,6d,4h,7c
0, 5, 10, 500, 500, 2h,5c,5s,4h,3h,7s,2d,Tc,6d,7d,Js,8c,4c,Jd,3s,Th,6h,3c,6c,7h,Qh,8h,2c,9c,Kc,Qs,Kh,Td,6s,Jh,9d,8d,8s,2s,Qc,9s,As,9h,Ad,Ah,Qd,4s,5h,3d,Ts,Ac,Jc,7c,Ks,Kd,5d,4d
0, 5, 10, 500, 500, Jd,5c,3h,5h,Kh,3d,Qs,9s,Kc,Td,8s,8h,Jh,3c,4d,Qc,Ac,Qh,7d,6c,2c,2s,9d,6d,4c,Ah,5s,8d,Ad,9c,6s,8c,Kd,2h,Qd,6h,As,Tc,4s,2d,Th,4h,9h,7h,Ts,Jc,5d,7c,Js,7s,3s,Ks
0, 5, 10, 500, 500, Tc,6h,3c,Kd,8d,Ad,Qs,2h,2s,8s,3d,9c,6c,Ks,7h,Qc,Ah,9h,3h,6d,Ts,Jh,2c,Td,6s,9d,Kh,5d,4d,4c,8c,5c,Jc,9s,As,7d,4h,5h,8h,4s,Jd,3s,Th,Ac,7c,5s,Js,2d,Qh,7s,Kc,Qd
0, 5, 10, 500, 500, Kh,9d,4h,Ad,8s,7c,7d,3c,7h,2h,6s,4c,3s,Tc,5d,Jc,Ac,7s,Ks,3d,Jh,Ts,9c,2c,9s,5h,Ah,Kc,2d,Kd,5s,6c,Qh,As,Jd,Qd,5c,4d,8d,8h,Qc,9h,4s,3h,6h,6d,Td,Th,Qs,2s,Js,8c
0, 5, 10, 500, 500, 9h,2s,3d,2h,7c,Qs,Ks,Jh,3h,9c,5s,Kc,Kh,Ah,Qc,6c,As,9s,4s,4c,Js,Ac,9d,7h,Td,Kd,Jc,8s,Ad,7s,4d,5c,5h,6d,Ts,2c,6h,8d,Th,4h,Tc,6s,Qh,Qd,7d,2d,8c,5d,8h,3c,3s,Jd
0, 5, 10, 500, 500, Qs,Qc,9c,Ks,Ad,3h,Kh,Qh,Tc,8d,6h,8c,Js,Kd,9d,Td,8h,7h,8s,4c,6d,Ac,Jd,Ts,Jc,9h,3d,4h,Kc,2h,Th,9s,As,2s,Jh,4d,5s,Ah,4s,7c,7s,3c,6s,7d,Qd,2c,6c,5c,2d,5h,5d,3s
0, 5, 10, 500, 500, 9d,2s,Qc,3h,8s,4d,Th,Ac,6s,Ah,Qd,6h,9c,Jc,9s,5s,Qh,4s,6d,Jh,3c,5d,Ks,8d,7c,3d,Kh,8h,As,2c,Kc,Td,5c,Kd,5h,Jd,4h,7h,Ad,7s,2d,3s,Tc,2h,Js,8c,4c,Qs,7d,Ts,6c,9h
0, 5, 10, 500, 500, 6c,2c,Kd,2s,8s,3s,8h,Ts,5d,5h,7h,9c,9h,4c,Js,7s,Ah,6s,4s,7d,7c,5c,8c,9d,Ac,Td,4d,As,4h,Kc,Jc,Th,Ks,6d,5s,8d,Qc,9s,3d,Tc,3c,Qh,Kh,2h,Jh,2d,Qd,Ad,3h,Jd,6h,Qs
0, 5, 10, 500, 500, 9h,Ah,8s,3s,Ks,Jh,Jd,8c,9c,5h,Kh,6s,2d,As,Qd,3c,6d,Td,3d,6c,Ad,3h,5d,Jc,2s,Ac,4c,5s,8h,Kc,9d,2h,4h,7d,9s,7h,4d,Tc,5c,Qh,7s,6h,7c,Ts,4s,8d,Qs,Kd,Js,2c,Qc,Th
0, 5, 10, 500, 500, Ks,8s,Jc,Jd,5h,5d,2d,2s,9s,3c,2h,Ad,9c,Td,6s,7s,2c,8c,8d,Qh,6h,8h,Qc,9h,As,7h,6c,Qs,7c,Kc,7d,3s,Tc,9d,Qd,Kd,Ts,3d,6d,Th,4h,4s,5s,4d,4c,Ac,Jh,Kh,3h,Ah,5c,Js
0, 5, 10, 500, 500, Ad,4c,2s,7c,Ks,3h,Qc,5h,Td,5c,8d,Kc,2c,Qh,4h,Ac,7h,Ts,6c,9d,7s,Kh,Kd,6h,2d,Qd,Jc,3s,As,Jh,9c,3c,4s,9h,Th,8h,7d,2h,Jd,Qs,5s,Ah,Tc,3d,8c,9s,6d,6s,5d,Js,4d,8s
0, 5, 10, 500, 500, Ah,7d,7h,9c,2h,8c,Jh,6h,5d,8d,9s,5s,Kc,As,Ks,Td,Ac,3c,2d,Qd,Qh,6d,Kd,5h,Tc,Kh,4d,Qc,Jc,5c,9h,3h,4c,Th,2c,Qs,Jd,7s,Ts,6c,9d,8s,3d,7c,4h,8h,Js,Ad,2s,4s,3s,6s
0, 5, 10, 500, 500, 5s,Td,9d,4s,6h,Th,5d,Ts,As,Kh,2s,5c,3s,9c,4d,8s,Jc,Tc,4c,6s,7c,2h,8h,Qd,8c,8d,Ks,Ah,3d,Qs,6d,Jh,9h,Jd,7d,2c,9s,Ad,7s,Js,Kc,Kd,2d,4h,5h,6c,3h,Qc,7h,Ac,3c,Qh
0, 5, 10, 500, 500, Jd,Ad,Td,8s,Jc,Th,6h,Ts,Js,5c,9s,4h,3c,4s,9c,As,3d,8h,6s,Qh,Qs,7h,Qc,7s,8c,2d,Tc,2c,Ks,Jh,Kd,3h,9d,2h,Ac,6c,Ah,2s,8d,7c,5h,4d,6d,Kc,5s,3s,Qd,4c,Kh,9h,5d,7d
0, 5, 10, 500, 500, 2h,6d,As,4h,8h,8c,Qc,Ts,Jh,2d,Jc,Jd,3c,3d,8s,Kc,7d,9h,Kh,Kd,Qh,9c,2s,4d,Js,6h,4c,7s,9d,Qd,6s,8d,5d,Tc,Ah,7c,3s,Ks,Qs,Td,5s,9s,5c,Ac,5h,6c,Th,3h,4s,2c,Ad,7h
