DealerPosition, SmallBlind, BigBlind, Money1, Money2, Cards
0, 5, 10, 500, 500, Kd,8h,3c,6d,Qc,Tc,4d,Jd,2d,2s,9d,7h,5h,3d,Ah,Qs,8s,5c,6h,Td,As,Ts,Kh,6s,Js,6c,3h,Jh,Jc,9h,Ks,8d,Th,9c,9s,Ad,2c,7c,Qd,4c,7d,Ac,Qh,4s,Kc,8c,3s,5d,7s,2h,4h,5s
0, 5, 10, 500, 500, Ah,3c,Jd,5h,9c,5c,3h,8s,8d,2h,Ad,Td,4s,As,6h,2c,Ts,Tc,6c,4h,Qd,7h,7c,3d,8c,9h,Kd,5d,Ac,Js,4d,Jh,5s,7d,4c,Qs,Kh,Th,Kc,3s,9d,Jc,6d,7s,6s,Ks,8h,2s,Qc,Qh,9s,2d
0, 5, 10, 500, 500, Jh,3s,8s,5c,3c,4h,Ks,6d,Ad,As,9d,Th,6c,Td,5h,7c,3d,Qd,8h,2h,7s,9c,9h,Qs,Kh,4s,Kd,4d,Jc,Tc,9s,8d,6h,Jd,6s,Ah,5s,Qh,7h,Js,2s,5d,4c,Ts,8c,3h,Qc,Ac,2d,Kc,2c,7d
0, 5, 10, 500, 500, 7c,Td,Tc,As,Kd,Jc,6c,Ah,5d,3h,Ac,Jd,8s,Qd,3c,8d,4d,8h,9s,7s,4c,9d,Qs,Th,Ts,Js,9c,3s,Qh,6h,Ad,Kh,6d,6s,5c,Jh,3d,Kc,2h,7h,2c,2d,5s,7d,Qc,4h,Ks,5h,2s,4s,8c,9h
0, 5, 10, 500, 500, 4c,Ah,9s,6c,Kh,3d,4s,As,Qh,2d,Tc,9h,Ts,5d,3c,3s,Td,8s,8d,Ks,7d,6h,2h,Jc,Js,Ad,4d,8h,Jh,9c,6d,5c,8c,5h,7h,6s,Kc,Qc,5s,2s,9d,4h,Qd,Kd,3h,Ac,7c,7s,Qs,Jd,Th,2c
0, 5, 10, 500, 500, Ah,3d,Qh,2s,Qs,Jh,Js,Jc,Ks,4c,7h,As,9s,Qc,Qd,7c,Td,6h,5c,9h,9d,8c,Kd,Ts,6d,2c,4s,Th,Tc,8s,Kh,Kc,4h,7d,3h,5s,Jd,7s,6c,5h,8h,Ac,2d,4d,8d,9c,2h,3s,6s,Ad,5d,3c
0, 5, 10, 500, 500, 2d,Qh,8h,5s,5d,2s,7c,Js,Th,3s,Jd,Td,3h,Kc,Jh,As,Kd,7h,8d,5h,9h,2c,Qs,4s,6c,Ah,2h,Qc,4h,6h,9c,5c,Ad,9s,7d,Ac,Qd,Jc,Tc,4d,Ks,6s,9d,3c,8s,6d,Kh,3d,8c,Ts,7s,4c
0, 5, 10, 500, 500, 6h,3c,9d,3s,2s,5d,Jc,8c,6s,2h,Jd,4s,5s,8s,9s,4d,Td,Ad,As,Qh,Ah,Kh,Js,Qc,9h,Qs,Ac,6d,3d,2d,Tc,7h,Kd,7d,9c,8d,7c,7s,8h,Kc,Ks,5c,4h,Ts,4c,Qd,5h,Th,3h,2c,6c,Jh
0, 5, 10, 500, 500, 6d,4s,Jc,Qd,3s,5d,6s,8s,Qc,2d,5s,9h,Ks,Jd,Qs,Ad,2s,3h,Kd,4h,7h,As,2c,3c,4c,9c,Ts,Js,8d,6h,2h,7d,9s,8h,Kc,7s,Kh,4d,8c,Td,Ac,Th,9d,Qh,7c,3d,Jh,5c,5h,6c,Tc,Ah
0, 5, 10, 500, 500, Qc,5d,5h,9c,Ad,As,Qd,Ks,5s,2s,Th,4h,Qs,4c,6h,9d,4d,8h,3d,Ah,5c,9s,3c,7d,7c,Js,8s,2d,2c,Jh,Kh,6s,4s,Jd,Kd,Td,3s,Tc,Ac,6c,8d,3h,9h,8c,Kc,6d,Jc,7h,2h,Ts,7s,Qh
